displayName,position,pred_safety_tackle_prob
Jalen Pitre,FS,0.507159352
Rodney Thomas,FS,0.507195234
Devin McCourty,FS,0.507287383
Rodney Thomas,FS,0.507313728
Devin McCourty,FS,0.507325351
Malik Hooker,FS,0.507430136
Rudy Ford,SS,0.507445633
Derwin James,FS,0.50745666
Kareem Jackson,SS,0.507496417
Nasir Adderley,FS,0.507682323
Quandre Diggs,FS,0.507731855
Jonathan Owens,FS,0.50782001
Talanoa Hufanga,SS,0.507898092
Marcus Maye,FS,0.507908344
Geno Stone,SS,0.507939994
Vonn Bell,SS,0.50794661
Kyle Dugger,FS,0.507956803
Jonathan Owens,FS,0.50800693
Kevin Byard,FS,0.508018494
Kareem Jackson,SS,0.50804919
Nasir Adderley,FS,0.508106589
Jevon Holland,FS,0.508112133
Julian Love,SS,0.508172095
Ryan Neal,SS,0.508263826
Jaquan Brisker,SS,0.508284211
Andre Cisco,SS,0.508398294
Julian Love,SS,0.50843662
Jaquan Brisker,SS,0.508541465
Ronnie Harrison,SS,0.508542478
Camryn Bynum,FS,0.508614421
Derwin James,FS,0.508631289
Jaquan Brisker,SS,0.508644283
Minkah Fitzpatrick,FS,0.508704185
Vonn Bell,SS,0.50879097
Rayshawn Jenkins,SS,0.508827031
Kyle Dugger,FS,0.509036481
Jaquan Brisker,SS,0.509046972
Ronnie Harrison,SS,0.509060681
Jonathan Owens,FS,0.509067595
Jevon Holland,FS,0.509145916
Kevin Byard,FS,0.509241641
Nick Cross,SS,0.509293199
Jonathan Owens,FS,0.509297669
Marcus Maye,FS,0.509362698
Rudy Ford,SS,0.509405851
Kamren Curl,SS,0.509407699
Camryn Bynum,FS,0.509459555
Talanoa Hufanga,SS,0.509484768
Tyrann Mathieu,FS,0.509500682
Jayron Kearse,FS,0.509527028
Jaquan Brisker,SS,0.509528875
Rayshawn Jenkins,SS,0.509540319
Derwin James,FS,0.509548843
Kareem Jackson,SS,0.509684384
Kyle Dugger,FS,0.509684443
Julian Love,SS,0.50968498
Marcus Williams,FS,0.509711564
Jalen Pitre,FS,0.50971669
Derwin James,FS,0.509727061
Darrick Forrest,SS,0.509808779
Jalen Pitre,FS,0.509825289
Derwin James,FS,0.509908438
John Johnson,FS,0.510000885
Eddie Jackson,SS,0.510014951
Talanoa Hufanga,SS,0.510026932
Marcus Williams,FS,0.510045886
Rudy Ford,SS,0.510063589
Ronnie Harrison,SS,0.510143578
Justin Evans,SS,0.510193586
Josh Jones,FS,0.51039809
Josh Jones,FS,0.51039809
Eddie Jackson,SS,0.510401547
Malik Hooker,FS,0.510425091
Johnathan Abram,SS,0.510433316
Eddie Jackson,SS,0.510514319
Kyle Dugger,FS,0.510533333
Jordan Poyer,SS,0.510646164
Darnell Savage,SS,0.510676742
Alohi Gilman,SS,0.510732889
Jalen Pitre,FS,0.51077646
Johnathan Abram,SS,0.510827541
Jayron Kearse,FS,0.51101476
Jalen Pitre,FS,0.51121074
Talanoa Hufanga,SS,0.511232138
Terrell Edmunds,SS,0.511324465
Julian Love,SS,0.511498153
Darrick Forrest,SS,0.511505127
Kamren Curl,SS,0.511559248
Rodney Thomas,FS,0.511617959
Rodney Thomas,FS,0.511617959
DeShon Elliott,FS,0.511645198
Derwin James,FS,0.51177758
Kamren Curl,SS,0.511827111
Taylor Rapp,FS,0.511961102
Marcus Epps,SS,0.512084901
Derwin James,FS,0.512092233
Jalen Thompson,FS,0.512159646
Andre Cisco,SS,0.512167037
Andre Cisco,SS,0.512235165
Geno Stone,SS,0.512251318
Eddie Jackson,SS,0.512325406
Geno Stone,SS,0.512326896
Rudy Ford,SS,0.512402177
DeShon Elliott,FS,0.512473226
Budda Baker,SS,0.512482226
Johnathan Abram,SS,0.512502789
Rayshawn Jenkins,SS,0.512583554
Camryn Bynum,FS,0.512680233
Nasir Adderley,FS,0.512687385
Harrison Smith,SS,0.512711465
Jordan Poyer,SS,0.512734473
Marcus Williams,FS,0.512734592
Bobby McCain,FS,0.512768388
Talanoa Hufanga,SS,0.51283592
Eddie Jackson,SS,0.512875557
Bobby McCain,FS,0.512891114
Rudy Ford,SS,0.512897909
Marcus Maye,FS,0.512930393
Jayron Kearse,FS,0.512932301
Jordan Poyer,SS,0.512951314
Quandre Diggs,FS,0.512964129
Jaquan Brisker,SS,0.512978792
John Johnson,FS,0.512990177
Vonn Bell,SS,0.51303333
Jalen Pitre,FS,0.513152361
Jonathan Owens,FS,0.51320672
Derwin James,FS,0.513238668
Adrian Phillips,SS,0.513252199
Nasir Adderley,FS,0.513260067
Jonathan Owens,FS,0.513265908
Amani Hooker,FS,0.51327008
Alohi Gilman,SS,0.513315618
Josh Jones,FS,0.51334846
Tyrann Mathieu,FS,0.513469219
Jabrill Peppers,SS,0.513501585
Rudy Ford,SS,0.513518631
Kyle Dugger,FS,0.513528407
Damar Hamlin,SS,0.513628006
Caden Sterns,FS,0.513635337
Jeremy Chinn,FS,0.513650477
Budda Baker,SS,0.513765037
Xavier Woods,FS,0.513821661
Josh Metellus,SS,0.513828039
Juston Burris,SS,0.513832331
Adrian Amos,FS,0.513856113
Eddie Jackson,SS,0.513905406
Tyrann Mathieu,FS,0.513984144
Talanoa Hufanga,SS,0.514045
DeShon Elliott,FS,0.514298201
Kyle Dugger,FS,0.514320016
Talanoa Hufanga,SS,0.514376163
Derwin James,FS,0.514386356
Caden Sterns,FS,0.514473379
Derwin James,FS,0.51456356
Juju Hughes,FS,0.514662981
Derwin James,FS,0.514687836
Kamren Curl,SS,0.514790893
Juston Burris,SS,0.514800906
Jayron Kearse,FS,0.514817715
DeShon Elliott,FS,0.515089929
Johnathan Abram,SS,0.515137434
Andre Cisco,SS,0.51515615
DeShon Elliott,FS,0.515209675
Kyle Dugger,FS,0.515255392
Ronnie Harrison,SS,0.515374064
Kevin Byard,FS,0.515396535
Jordan Poyer,SS,0.515448689
Josh Jones,FS,0.515459478
Josh Jones,FS,0.515459478
Ronnie Harrison,SS,0.51552254
Jeremy Chinn,FS,0.515558124
Adrian Amos,FS,0.515694916
Vonn Bell,SS,0.515778005
Chauncey Gardner-Johnson,SS,0.515805662
Dane Belton,FS,0.515850365
Adrian Amos,FS,0.515901864
Budda Baker,SS,0.515914023
Jordan Poyer,SS,0.515966058
Nasir Adderley,FS,0.516007006
Juston Burris,SS,0.516079962
Jaquan Brisker,SS,0.516127527
DeShon Elliott,FS,0.516207278
John Johnson,FS,0.516261041
Juan Thornhill,FS,0.516307116
Jonathan Owens,FS,0.516318321
Jalen Pitre,FS,0.516358197
Taylor Rapp,FS,0.516510367
Taylor Rapp,FS,0.516556084
Ryan Neal,SS,0.516671181
Rudy Ford,SS,0.516716897
Logan Ryan,FS,0.516835809
Kamren Curl,SS,0.516836584
Myles Hartsfield,FS,0.516845286
Richie Grant,SS,0.516892374
Richie Grant,SS,0.516892374
Marcus Maye,FS,0.516943157
Eddie Jackson,SS,0.516947925
Kamren Curl,SS,0.516949773
Juju Hughes,FS,0.516980231
Harrison Smith,SS,0.51701057
Jaquan Brisker,SS,0.517106652
Nasir Adderley,FS,0.517125547
Josh Jones,FS,0.517127395
Andrew Adams,SS,0.517154634
Jordan Poyer,SS,0.51717937
Nasir Adderley,FS,0.517182648
Antoine Winfield,FS,0.51719135
Antoine Winfield,FS,0.51719135
Jayron Kearse,FS,0.517424464
Duron Harmon,SS,0.517588377
Duron Harmon,SS,0.517588377
Chuck Clark,SS,0.517696321
Kevin Byard,FS,0.517764926
John Johnson,FS,0.517806232
Xavier Woods,FS,0.517852306
Richie Grant,SS,0.517864287
Caden Sterns,FS,0.517879069
Derwin James,FS,0.517914176
Vonn Bell,SS,0.517922103
Tyrann Mathieu,FS,0.517929554
Bobby McCain,FS,0.518010676
Adrian Phillips,SS,0.518027902
Eddie Jackson,SS,0.51806128
Taylor Rapp,FS,0.518067002
Kareem Jackson,SS,0.518101037
Marcus Maye,FS,0.518106878
Harrison Smith,SS,0.518155217
Vonn Bell,SS,0.518157959
Kamren Curl,SS,0.518161476
Jalen Pitre,FS,0.518189192
Rodney McLeod,FS,0.518483281
Dax Hill,FS,0.518566132
Terrell Edmunds,SS,0.518575251
Jalen Thompson,FS,0.518589079
Derwin James,FS,0.518605471
Jaquan Brisker,SS,0.518688381
Marcus Maye,FS,0.518710792
Jalen Pitre,FS,0.518815339
Jaquan Brisker,SS,0.518891275
Johnathan Abram,SS,0.518961132
Xavier Woods,FS,0.519010901
Antoine Winfield,FS,0.519078135
Vonn Bell,SS,0.519132376
Richie Grant,SS,0.519149601
Derwin James,FS,0.519179404
Marcus Williams,FS,0.519180179
Darnell Savage,SS,0.519219756
Taylor Rapp,FS,0.519240439
Duron Harmon,SS,0.519266009
Duron Harmon,SS,0.519266009
Amani Hooker,FS,0.519284666
Minkah Fitzpatrick,FS,0.519397974
Jaquan Brisker,SS,0.519430697
Vonn Bell,SS,0.519441843
Israel Mukuamu,SS,0.519455433
Nick Scott,SS,0.519539893
Andrew Adams,SS,0.519603312
Jonathan Owens,FS,0.519624054
Vonn Bell,SS,0.519664288
Jalen Thompson,FS,0.519708097
Adrian Phillips,SS,0.519708335
Grant Delpit,SS,0.519736469
Jalen Pitre,FS,0.519762218
John Johnson,FS,0.519863665
John Johnson,FS,0.519903719
Kareem Jackson,SS,0.520002425
Kamren Curl,SS,0.520027339
Julian Love,SS,0.520094395
Derwin James,FS,0.520094633
Marcus Williams,FS,0.520187318
Malik Hooker,FS,0.520273685
Adrian Amos,FS,0.520309806
Antoine Winfield,FS,0.520329177
Jonathan Owens,FS,0.520462871
Grant Delpit,SS,0.520507157
Jayron Kearse,FS,0.520526052
John Johnson,FS,0.520618916
John Johnson,FS,0.520633817
Kyle Dugger,FS,0.520663023
Eddie Jackson,SS,0.520729721
Nasir Adderley,FS,0.520750046
Camryn Bynum,FS,0.520845473
Israel Mukuamu,SS,0.520903409
Jalen Pitre,FS,0.521072328
Keanu Neal,FS,0.521075189
Eddie Jackson,SS,0.521103024
Tashaun Gipson,FS,0.521146894
Rayshawn Jenkins,SS,0.521161556
Juston Burris,SS,0.521253586
Jayron Kearse,FS,0.521282673
Rudy Ford,SS,0.521284997
John Johnson,FS,0.521287024
Derwin James,FS,0.521424234
Eddie Jackson,SS,0.521560967
Chuck Clark,SS,0.52156651
Jeremy Chinn,FS,0.521580935
Vonn Bell,SS,0.52164042
Jonathan Owens,FS,0.521663129
Terrell Burgess,FS,0.521686673
Vonn Bell,SS,0.52185607
Logan Ryan,FS,0.522077441
Darnell Savage,SS,0.522122025
Ryan Neal,SS,0.522127151
Camryn Bynum,FS,0.522161245
Jaylinn Hawkins,FS,0.522369981
Vonn Bell,SS,0.522372961
Jaquan Brisker,SS,0.522432506
Marcus Epps,SS,0.522447467
Marcus Maye,FS,0.522467554
Dax Hill,FS,0.522480011
Mike Edwards,FS,0.52248913
Julian Love,SS,0.52252394
Grant Delpit,SS,0.522530377
Talanoa Hufanga,SS,0.522542357
Amani Hooker,FS,0.522685826
Vonn Bell,SS,0.522737145
Johnathan Abram,SS,0.52275902
Rayshawn Jenkins,SS,0.522788763
Kamren Curl,SS,0.522831559
Malik Hooker,FS,0.52293396
Antoine Winfield,FS,0.522966683
Jordan Poyer,SS,0.522996366
Marcus Epps,SS,0.523017943
Adrian Phillips,SS,0.523030043
Talanoa Hufanga,SS,0.523036957
Eric Rowe,SS,0.523128271
Jonathan Owens,FS,0.523181021
Jonathan Owens,FS,0.523181021
Julian Love,SS,0.523203135
Adrian Amos,FS,0.523292303
Vonn Bell,SS,0.523321331
Jaquan Brisker,SS,0.523335278
Richie Grant,SS,0.523336291
Richie Grant,SS,0.523336291
Justin Evans,SS,0.52335906
Budda Baker,SS,0.523407161
Budda Baker,SS,0.52340728
Jonathan Owens,FS,0.523433983
Terrell Edmunds,SS,0.523522973
Vonn Bell,SS,0.523559034
Marcus Maye,FS,0.523589849
Alohi Gilman,SS,0.523657084
Josh Metellus,SS,0.523661911
Mike Edwards,FS,0.52372551
Andre Cisco,SS,0.523754776
Caden Sterns,FS,0.523759782
Jonathan Owens,FS,0.523813486
Josh Jones,FS,0.523828149
Josh Jones,FS,0.523828149
DeShon Elliott,FS,0.523896933
Rodney Thomas,FS,0.523938835
Geno Stone,SS,0.524022579
Jonathan Owens,FS,0.524089158
Jonathan Owens,FS,0.524089158
Sean Chandler,SS,0.524128675
Josh Jones,FS,0.524128914
Jaylinn Hawkins,FS,0.524138749
Vonn Bell,SS,0.52415216
Sean Chandler,SS,0.524304628
Taylor Rapp,FS,0.524444759
Eddie Jackson,SS,0.52447623
Taylor Rapp,FS,0.524485528
Nasir Adderley,FS,0.524611533
Julian Love,SS,0.524620175
Rudy Ford,SS,0.524666429
Josh Metellus,SS,0.524683177
Derwin James,FS,0.524697065
Taylor Rapp,FS,0.524746954
Talanoa Hufanga,SS,0.524811625
Adrian Amos,FS,0.524853587
Grant Delpit,SS,0.524959266
Mike Edwards,FS,0.525142729
Jaquan Johnson,FS,0.525164604
Rayshawn Jenkins,SS,0.525264144
John Johnson,FS,0.525330663
Andre Cisco,SS,0.525333524
Eric Rowe,SS,0.525336266
Jalen Pitre,FS,0.525381446
DeShon Elliott,FS,0.525521398
Minkah Fitzpatrick,FS,0.525528133
Chuck Clark,SS,0.525533617
Jonathan Owens,FS,0.525565386
Adrian Amos,FS,0.5255844
Josh Metellus,SS,0.525603831
Julian Love,SS,0.525611579
Derwin James,FS,0.525684595
Tracy Walker,FS,0.525701404
Jaquan Brisker,SS,0.525765181
Eddie Jackson,SS,0.525796354
Chuck Clark,SS,0.525816739
Jordan Poyer,SS,0.525935113
Eric Rowe,SS,0.525943398
Talanoa Hufanga,SS,0.525979459
Richie Grant,SS,0.525996804
Richie Grant,SS,0.525996804
Jaquan Brisker,SS,0.526008189
Rudy Ford,SS,0.526013792
Jalen Thompson,FS,0.526014924
Jonathan Owens,FS,0.526124537
Jonathan Owens,FS,0.526124537
Taylor Rapp,FS,0.526194513
Vonn Bell,SS,0.526272297
Eric Rowe,SS,0.526286125
Terrell Burgess,FS,0.52632618
Eric Rowe,SS,0.526462734
DeShon Elliott,FS,0.526468813
Ugochukwu Amadi,FS,0.52652216
Kareem Jackson,SS,0.526570261
Geno Stone,SS,0.526592433
Kamren Curl,SS,0.526600838
Jayron Kearse,FS,0.526646316
Andre Cisco,SS,0.526774347
Derwin James,FS,0.526910961
Mike Edwards,FS,0.526939929
Geno Stone,SS,0.527068615
Kareem Jackson,SS,0.527081013
Malik Hooker,FS,0.527097523
Jordan Poyer,SS,0.527116358
Julian Love,SS,0.527190626
Dax Hill,FS,0.527266085
Jonathan Owens,FS,0.527270496
Jonathan Owens,FS,0.527270496
Malik Hooker,FS,0.527313113
Rayshawn Jenkins,SS,0.527415276
Eddie Jackson,SS,0.527478099
Jevon Holland,FS,0.527478635
Eric Rowe,SS,0.527500868
Kamren Curl,SS,0.527504683
Kevin Byard,FS,0.527548373
Kareem Jackson,SS,0.527573347
Mike Edwards,FS,0.527648449
Eric Rowe,SS,0.527675569
Will Harris,SS,0.52768141
Eddie Jackson,SS,0.527720034
Caden Sterns,FS,0.52777189
Jaquan Brisker,SS,0.527814567
Jonathan Owens,FS,0.527893782
Jonathan Owens,FS,0.527893782
Caden Sterns,FS,0.527898371
Alohi Gilman,SS,0.527992547
Mike Edwards,FS,0.528020203
Julian Love,SS,0.528158605
Rayshawn Jenkins,SS,0.528223038
Eddie Jackson,SS,0.528257132
Alohi Gilman,SS,0.528268695
Jaquan Johnson,FS,0.528289318
Israel Mukuamu,SS,0.528363347
Sean Chandler,SS,0.528394639
Andre Cisco,SS,0.528412879
Andrew Adams,SS,0.528468668
Adrian Phillips,SS,0.528476655
Jeremy Chinn,FS,0.528498769
Johnathan Abram,SS,0.528540492
Andrew Adams,SS,0.528661907
Julian Love,SS,0.528737605
Adrian Amos,FS,0.528781712
Eric Rowe,SS,0.528796613
Nasir Adderley,FS,0.528804362
Damar Hamlin,SS,0.528850973
Taylor Rapp,FS,0.528877676
Jayron Kearse,FS,0.528975785
Andre Cisco,SS,0.529026508
Jaquan Brisker,SS,0.529125214
Budda Baker,SS,0.529127955
Vonn Bell,SS,0.529173851
John Johnson,FS,0.529202163
Darnell Savage,SS,0.529277384
Eric Rowe,SS,0.529302359
Rayshawn Jenkins,SS,0.529367924
Darnell Savage,SS,0.529460192
Jonathan Owens,FS,0.529592574
Ronnie Harrison,SS,0.52960676
Jaquan Brisker,SS,0.529747665
Marcus Maye,FS,0.529798388
Grant Delpit,SS,0.52984184
Vonn Bell,SS,0.529847205
John Johnson,FS,0.529847443
Jonathan Owens,FS,0.529866815
Jonathan Owens,FS,0.529904425
Vonn Bell,SS,0.529960573
Juan Thornhill,FS,0.529994249
Eddie Jackson,SS,0.530034959
Derwin James,FS,0.530067265
Kyle Dugger,FS,0.530071139
Marcus Williams,FS,0.530081093
Darnell Savage,SS,0.530128837
Taylor Rapp,FS,0.530242383
Ryan Neal,SS,0.530262709
Rayshawn Jenkins,SS,0.53031832
Johnathan Abram,SS,0.53033787
Marcus Maye,FS,0.530358374
John Johnson,FS,0.530382574
Jalen Pitre,FS,0.530424833
Jordan Poyer,SS,0.530613065
Adrian Phillips,SS,0.530646384
Eddie Jackson,SS,0.530656695
Marcus Maye,FS,0.530659735
Malik Hooker,FS,0.530667245
John Johnson,FS,0.530669153
Dax Hill,FS,0.530685544
Damar Hamlin,SS,0.530758321
Eddie Jackson,SS,0.530785918
Talanoa Hufanga,SS,0.530794084
Marcus Maye,FS,0.530802488
Jaquan Brisker,SS,0.530810416
DeShon Elliott,FS,0.530813158
Kyle Dugger,FS,0.530829012
Minkah Fitzpatrick,FS,0.530848742
Chuck Clark,SS,0.530867517
Johnathan Abram,SS,0.530914903
DeShon Elliott,FS,0.530948222
Caden Sterns,FS,0.530977428
Marcus Maye,FS,0.530997276
Marcus Maye,FS,0.530998766
Tashaun Gipson,FS,0.531202197
Quandre Diggs,FS,0.531305611
Johnathan Abram,SS,0.531306624
Taylor Rapp,FS,0.531512856
Malik Hooker,FS,0.531572759
Talanoa Hufanga,SS,0.531614304
Chuck Clark,SS,0.531687915
Adrian Phillips,SS,0.53170985
Jonathan Owens,FS,0.531782627
Chuck Clark,SS,0.531799555
Juston Burris,SS,0.531844914
Terrell Burgess,FS,0.531866312
Jaquan Johnson,FS,0.531884551
Nick Cross,SS,0.531986594
Myles Hartsfield,FS,0.53209126
John Johnson,FS,0.532093167
Josh Metellus,SS,0.532098413
Jaquan Brisker,SS,0.532120407
Adrian Amos,FS,0.532182455
Andrew Adams,SS,0.532215774
Geno Stone,SS,0.532364428
Devin McCourty,FS,0.532436252
Devin McCourty,FS,0.532458186
Kareem Jackson,SS,0.532512248
Johnathan Abram,SS,0.532528698
Geno Stone,SS,0.532583833
Devin McCourty,FS,0.532782257
Jordan Poyer,SS,0.532834053
Darnell Savage,SS,0.532873333
Eddie Jackson,SS,0.532957733
Jessie Bates,FS,0.532963455
Mike Edwards,FS,0.533062994
Kamren Curl,SS,0.53311342
Jonathan Owens,FS,0.533113778
Jonathan Owens,FS,0.533113778
Josh Jones,FS,0.533198416
Adrian Phillips,SS,0.533280253
DeShon Elliott,FS,0.533317268
Darnell Savage,SS,0.533379078
Kyle Dugger,FS,0.533392549
Tracy Walker,FS,0.533394098
Kareem Jackson,SS,0.533481777
Keanu Neal,FS,0.533568978
Juston Burris,SS,0.533636808
Andre Cisco,SS,0.533671975
Rayshawn Jenkins,SS,0.533764362
Eddie Jackson,SS,0.533919692
Antoine Winfield,FS,0.533957779
Vonn Bell,SS,0.533960104
Marcus Williams,FS,0.534044504
Jonathan Owens,FS,0.534123898
Keanu Neal,FS,0.534356833
John Johnson,FS,0.534458339
Talanoa Hufanga,SS,0.534483194
Antoine Winfield,FS,0.534528375
Antoine Winfield,FS,0.534528375
Juan Thornhill,FS,0.534581959
Devin McCourty,FS,0.534761012
Grant Delpit,SS,0.534856319
Eddie Jackson,SS,0.534873724
Andre Cisco,SS,0.534986913
Nick Cross,SS,0.535141826
Richie Grant,SS,0.535143852
Tashaun Gipson,FS,0.535304308
Josh Metellus,SS,0.535392523
Xavier Woods,FS,0.535488844
Caden Sterns,FS,0.535563946
Justin Reid,SS,0.535627484
Kamren Curl,SS,0.535708725
DeShon Elliott,FS,0.535714507
Talanoa Hufanga,SS,0.535851538
Vonn Bell,SS,0.535955727
Andrew Adams,SS,0.536040127
Jaquan Brisker,SS,0.536041737
Mike Edwards,FS,0.536065161
Jordan Poyer,SS,0.536093354
Jordan Poyer,SS,0.536184967
Ronnie Harrison,SS,0.536244929
Chuck Clark,SS,0.536468267
Talanoa Hufanga,SS,0.536573768
Adrian Phillips,SS,0.536624134
Adrian Amos,FS,0.536664069
Vonn Bell,SS,0.536677003
Jalen Pitre,FS,0.536698043
Taylor Rapp,FS,0.536715209
Darnell Savage,SS,0.536912143
Jordan Poyer,SS,0.537119865
Ronnie Harrison,SS,0.537145019
Richie Grant,SS,0.537220418
Tyrann Mathieu,FS,0.537324905
Justin Evans,SS,0.537386298
DeShon Elliott,FS,0.537457585
Kareem Jackson,SS,0.537466347
Adrian Phillips,SS,0.537478626
John Johnson,FS,0.537499666
Kareem Jackson,SS,0.537523031
Chauncey Gardner-Johnson,SS,0.537563622
Vonn Bell,SS,0.537580132
Will Harris,SS,0.537683189
Antoine Winfield,FS,0.537738919
Antoine Winfield,FS,0.537738919
Jonathan Owens,FS,0.537742734
Jaquan Brisker,SS,0.537765503
Kevin Byard,FS,0.537781894
Jeremy Chinn,FS,0.537784517
Grant Delpit,SS,0.537785709
Camryn Bynum,FS,0.537802041
Malik Hooker,FS,0.53785193
Juston Burris,SS,0.538034141
Kyle Dugger,FS,0.538080037
Taylor Rapp,FS,0.538300872
Jalen Thompson,FS,0.538387239
Andre Cisco,SS,0.538410842
Grant Delpit,SS,0.538426757
Grant Delpit,SS,0.538482487
Jalen Thompson,FS,0.538502216
Donovan Wilson,SS,0.538510382
Rayshawn Jenkins,SS,0.538611233
Jonathan Owens,FS,0.538663566
Rayshawn Jenkins,SS,0.538735449
Geno Stone,SS,0.538761199
Kevin Byard,FS,0.538774073
Adrian Phillips,SS,0.53878969
Jordan Poyer,SS,0.538930774
Julian Love,SS,0.538936973
Ronnie Harrison,SS,0.538981736
Jabrill Peppers,SS,0.539072633
Mike Edwards,FS,0.539235353
Andre Cisco,SS,0.539322913
Darrick Forrest,SS,0.539378583
Vonn Bell,SS,0.539405346
Vonn Bell,SS,0.539466143
Antoine Winfield,FS,0.539574623
Antoine Winfield,FS,0.539574623
Quandre Diggs,FS,0.539624035
Adrian Amos,FS,0.539628744
Grant Delpit,SS,0.539658546
Mike Edwards,FS,0.539672375
Derwin James,FS,0.53974694
Julian Love,SS,0.539784253
DeShon Elliott,FS,0.539788663
Marcus Maye,FS,0.539844155
Terrell Edmunds,SS,0.539918602
Mike Edwards,FS,0.539932728
Geno Stone,SS,0.539983869
Jonathan Owens,FS,0.53999275
Geno Stone,SS,0.540006161
Jaquan Johnson,FS,0.54008019
Julian Love,SS,0.540131986
Johnathan Abram,SS,0.540204048
Tyrann Mathieu,FS,0.540310144
Vonn Bell,SS,0.540397286
Dax Hill,FS,0.54039973
Kareem Jackson,SS,0.540494621
Kamren Curl,SS,0.54057318
Nasir Adderley,FS,0.540595114
Jaquan Brisker,SS,0.540601432
Jonathan Owens,FS,0.54061079
Juston Burris,SS,0.54062438
Johnathan Abram,SS,0.540633798
Minkah Fitzpatrick,FS,0.540672123
Josh Jones,FS,0.540674746
Josh Jones,FS,0.540674746
Jaquan Johnson,FS,0.540687442
Jonathan Owens,FS,0.540694714
Jonathan Owens,FS,0.540694714
Bobby McCain,FS,0.540755987
Marcus Maye,FS,0.540795088
Jaquan Brisker,SS,0.540811419
Johnathan Abram,SS,0.54082948
Johnathan Abram,SS,0.540840983
Andrew Adams,SS,0.540855467
DeShon Elliott,FS,0.540885568
Julian Love,SS,0.540914536
Talanoa Hufanga,SS,0.540951908
Quandre Diggs,FS,0.541056573
Josh Metellus,SS,0.541099489
Jaquan Brisker,SS,0.541112006
Richie Grant,SS,0.541123509
Richie Grant,SS,0.541123509
Jaquan Brisker,SS,0.541144371
Xavier Woods,FS,0.541151643
Bobby McCain,FS,0.541205108
Vonn Bell,SS,0.541209519
Jalen Pitre,FS,0.541326761
John Johnson,FS,0.54136157
John Johnson,FS,0.541399181
Kamren Curl,SS,0.541548789
Rodney Thomas,FS,0.541601658
Dane Belton,FS,0.541641653
Dax Hill,FS,0.541655779
Jonathan Owens,FS,0.541682482
Chuck Clark,SS,0.541716099
Darnell Savage,SS,0.541777313
Adrian Amos,FS,0.542009234
Kareem Jackson,SS,0.542056322
Nasir Adderley,FS,0.542085409
Quandre Diggs,FS,0.542165279
Andre Cisco,SS,0.542326868
Malik Hooker,FS,0.542335391
Kareem Jackson,SS,0.542384744
Chauncey Gardner-Johnson,SS,0.542485416
Johnathan Abram,SS,0.542497635
Jordan Poyer,SS,0.542528391
Jayron Kearse,FS,0.542570293
Kareem Jackson,SS,0.542583227
Jaquan Brisker,SS,0.542622089
Tyrann Mathieu,FS,0.542679548
Caden Sterns,FS,0.542712033
Jalen Thompson,FS,0.542798996
Jonathan Owens,FS,0.542863011
Jonathan Owens,FS,0.542863011
Budda Baker,SS,0.542892039
Talanoa Hufanga,SS,0.542912483
Terrell Edmunds,SS,0.542924285
Jordan Poyer,SS,0.542948544
Josh Metellus,SS,0.542975008
Malik Hooker,FS,0.542996407
Eric Rowe,SS,0.543006539
Rayshawn Jenkins,SS,0.543028474
Eddie Jackson,SS,0.54307425
Chauncey Gardner-Johnson,SS,0.543228745
Quandre Diggs,FS,0.543242693
Eric Rowe,SS,0.543265104
Jayron Kearse,FS,0.543367565
Mike Edwards,FS,0.543537855
Jonathan Owens,FS,0.543635428
Rayshawn Jenkins,SS,0.543737113
Johnathan Abram,SS,0.543770671
Dane Belton,FS,0.543917358
Nick Cross,SS,0.543941081
Xavier Woods,FS,0.543948174
Jayron Kearse,FS,0.54401654
Marcus Maye,FS,0.544056237
Duron Harmon,SS,0.544126272
Duron Harmon,SS,0.544126272
DeShon Elliott,FS,0.544164777
Logan Ryan,FS,0.544303238
Derwin James,FS,0.544324219
Darnell Savage,SS,0.544474185
Vonn Bell,SS,0.544525623
Julian Love,SS,0.544545352
Eric Rowe,SS,0.544611692
Israel Mukuamu,SS,0.54461509
John Johnson,FS,0.544673562
Richie Grant,SS,0.544710159
Richie Grant,SS,0.544710159
Talanoa Hufanga,SS,0.544710398
Eric Rowe,SS,0.544725001
Minkah Fitzpatrick,FS,0.54480499
Marcus Williams,FS,0.544850886
Juston Burris,SS,0.544864118
Juan Thornhill,FS,0.544873953
Andrew Adams,SS,0.544992626
Derwin James,FS,0.545017898
Taylor Rapp,FS,0.545046985
Dane Belton,FS,0.545058906
John Johnson,FS,0.545061231
Marcus Epps,SS,0.545064986
Caden Sterns,FS,0.545075178
Xavier Woods,FS,0.545113206
Jonathan Owens,FS,0.54511857
Jonathan Owens,FS,0.54511857
Dane Belton,FS,0.545145392
Malik Hooker,FS,0.545146585
Johnathan Abram,SS,0.545161307
Mike Edwards,FS,0.545183659
DeShon Elliott,FS,0.545399547
Darnell Savage,SS,0.545519829
Caden Sterns,FS,0.545674682
Adrian Amos,FS,0.545678854
Kyle Dugger,FS,0.545743048
Johnathan Abram,SS,0.54578054
Caden Sterns,FS,0.545867085
Jaquan Brisker,SS,0.545941472
Jalen Pitre,FS,0.545966327
Ryan Neal,SS,0.546008945
Josh Jones,FS,0.546027422
Jordan Poyer,SS,0.546116829
Josh Jones,FS,0.546211481
Josh Jones,FS,0.546211481
Kamren Curl,SS,0.546283603
Darrick Forrest,SS,0.546336353
Kerby Joseph,SS,0.546339869
